pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
39608075,"Selected emerging contaminants in water: Global occurrence, existing treatment technologies, regulations and associated risk.","Emerging contaminants (ECs) in aquatic environments have recently attracted the attention of researchers due to their ubiquitous occurrence and the potential risk they may pose to life. While advance analytical methods have improved global reporting in water matrices, additional information is needed to compile data on their occurrence, existing legislation, treatment technologies and associated human health risks. Therefore, the present study provides an overview of the occurrence of selected ECs, including personal care product, antibiotics, NSAIDs, EDCs and psychiatric drugs, the existing regulatory framework and their toxicological effects on human health. The water matrices under review are the treated wastewater, surface water, groundwater and, in a few cases, drinking water. The study also highlights different treatment technologies available, and evaluates their performance based on the removal efficiency for different classes of ECs. For removal of almost all ECs considered, ozonation integrated with gamma radiation was reported highly efficient. Risk analysis was also performed for selected ECs including diclofenac, ibuprofen, naproxen, carbamazepine, estrone, 17 β-estradiol, bisphenol A, sulfamethoxazole, erythromycin and triclosan. The human health risk analysis indicated the highest number of locations with potential risk due to the EDCs, with South America, Europe and Asia having multiple risks due to estrone and Bisphenol A. The results of this study will give a better insight into the current situation of ECs in the global water matrices, the performance assessment of treatment technologies and the risk analysis will describe the need for more robust regulatory structures around the world to prevent the occurrence of such contaminants in the aquatic environment.",2025,Journal of hazardous materials,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination | food/dietary exposure | analytical/method study,,
39542163,Pregnant women's lifestyles and exposure to endocrine-disrupting chemicals: A machine learning approach.,"Women have ubiquitous exposure to various endocrine disrupting chemicals (EDCs) present in personal care products, food packaging, and processing. Pregnancy is a phase of increased vulnerability to environmental stressors. Therefore, we aimed to identify questionnaire based variables of pregnant women's lifestyle factors affecting the prenatal concentrations of EDCs: bis-phenol A (BPA), triclosan (TCS), parabens, and phthalates. We also aimed to explore the association between these lifestyle factors and EDC exposure in pregnant women in South Korea. This study is a part of Korean CHildren's ENvironmental health Study (Ko-CHENS). The following lifestyle factors: usage of personal care products, eating habits, cooking practices, food storage practices, and chemical exposure were evaluated through questionnaire. We examined prenatal EDCs: phenols (BPA), TCS, parabens (MEP, ETP, and PRP), and phthalates (MEHHP, MEOHP, MECPP, MBZP, MCOP, MCPP, MCNP, and MNBP). The random forest and least absolute shrinkage and selection operator regression machine learning models were used to predict the important lifestyle factors affecting the prenatal EDC concentrations in pregnant women. Next, we calculated the lifestyle score and evaluated its association with prenatal EDCs, respectively. Our results show that pregnant women who used makeup [β: 1.01, 95% C.I.: 0.01,2.00] >6 times/week had a significant increase in early-pregnancy (EP) ΣParaben exposure. Using perfume up to 3 times/month was significantly associated with EP TCS exposure (β: 0.05, 95% C.I.: 0.01,0.23). While, using perfume >6 times/week was significantly associated to late-pregnancy (LP) ΣParaben exposure, and consuming cup noodles significantly increased LP ΣDEHP exposure. Linear model analysis showed that the lifestyle score significantly increased the EP (β: 0.24, 95% C.I.: 0.07,0.40) and LP (β:0.10, 95% C.I.: 0.01,0.20) ΣParaben exposure. Therefore, pregnant women's lifestyle factors, such as using makeup and perfume and eating habits (e.g., cup noodle consumption), were associated with prenatal EDC exposure.",2025,"Environmental pollution (Barking, Essex : 1987)",triclosan,unspecified,endocrine disruption,perfume,unspecified,cosmetics product study,,
39146988,Exposure to biocides and their potential exposure sources among adults: A nationwide population-based study in South Korea.,"Biocides are present in personal care (including preservatives or antibacterials), pest control, and disinfectant products (including non-agricultural insecticides, fungicides, and disinfectants), and their long-term exposure may induce adverse health effects in humans. Therefore, in this study, we assessed the exposure levels and major exposure predictors of biocides among nationally representative Korean adults. The target group included adults (≥19 years) participating in the Korean National Environmental Health Survey (KoNEHS) 2015-2020. We employed survey-weighted multiple regression analysis and conditional inference trees analysis to assess the associations between demographic characteristics, behavioral sources (including personal care product use, pesticide use, and dietary patterns), and urinary levels of phenol (triclosan [TCS]), parabens (methyl paraben [MP], ethyl paraben [EP], propyl paraben [PP], and butyl paraben [BP]), and the pyrethroid insecticide metabolite (3-phenoxybenzoic acid [3-PBA]). Urinary EP, BP, and 3-PBA levels were higher in South Korean adults compared with those in Western countries. Major exposure predictors for MP, EP, and PP included the use of personal care products such as sunscreen, makeup, and hair care products in KoNEHS 2018-2020. Major exposure predictors for TCS and BP were vegetable consumption, and those for 3-PBA were mosquitocide use during summer in KoNEHS 2018-2020. However, these predictors were not observed in KoNEHS 2015-2017. Collectively, our findings suggest that biocide exposure predictors vary according to changes in product use and diet habits of individuals. Therefore, developing strategies to mitigate biocide exposure based on the demographic and behavioral characteristics of the general population is imperative.",2024,Chemosphere,triclosan,unspecified,unspecified,sunscreen,unspecified,cosmetics product study | sunscreen/UV filter study | hair product study | epidemiological study | food/dietary exposure,,
38890543,Recent use of consumer and personal care products and exposures to select endocrine disrupting chemicals among urban children with asthma.,"Emerging studies suggest that endocrine disrupting chemicals (EDCs) in personal care and other consumer products are linked with various adverse health effects, including respiratory and reproductive effects. Despite Black persons using more personal care products than other demographic groups and having a high asthma burden, little is known regarding their consumer product use patterns and associated EDC exposures. To examine the association between recent exposure to select EDCs with specific consumer products and behaviors in a cohort of 110 predominantly Black children with asthma, ages 8-17 years, living in Baltimore City, Maryland. We quantified concentrations of bisphenol A (BPA), bisphenol S (BPS), bisphenol F, two dichlorophenols, four parabens, triclosan, benzophenone-3, and triclocarban in spot urine samples. Questionnaires were used to capture recent (last 24-h) consumer product use and behaviors. Associations between EDCs and consumer product uses/behaviors were assessed using multivariable linear regression, adjusting for age, gender, race/ethnicity, and caregiver income level. Effect estimates were expressed as geometric mean ratios of biomarker concentrations of product-users vs non-users. Increased concentrations to select EDCs were associated with recent use of air freshener (ratios; BPA: 1.9, 95%CI 1.4-2; BPS 1.7, 95%CI 1-2.97; propyl paraben: 3.0, 95%CI 1.6-5.6), scented candles (methyl paraben: 2.6, 95%CI 1.1-6.1), and scented carpet powder (2,5-dichlorophenol: 2.8, 95%CI 1.2-6.3). Additionally, consuming canned food was associated with some increased biomarker concentrations (ratios: BPA: 1.7, 95%CI 1.2-2.4; BPS: 2.1, 95% CI: 1.2-3.6). These findings add to the body of evidence suggesting that recent use of select consumer products in Black children contributes to exposure of chemicals of concern and could potentially inform exposure mitigation interventions. Findings have broad potential health implications for pediatric populations and Black children who may face exposure and health disparities. Little is known about how children's personal care product use and consumer behaviors affect their exposures to endocrine disrupting chemicals (EDCs). This is particularly true for Black children who often experience a disparate exposure burden to many EDCs. This is a significant knowledge gap among children that are uniquely vulnerable to EDCs as they undergo critical windows of growth and development. Our findings show associations between consumer products and EDC exposures in predominantly Black children in low-income settings. Identifying EDC exposure determinants has broad health implications as many of these chemicals have been associated with adverse health risks.",2024,Journal of exposure science & environmental epidemiology,triclosan,lung,endocrine disruption | reproductive toxicity,unspecified,unspecified,cosmetics product study | epidemiological study | biomonitoring study,,
38842779,"Assessment of triclosan induced histopathological and biochemical alterations, and molecular docking simulation analysis of acetylcholinesterase enzyme in the gills of fish, Cyprinus carpio.","Triclosan (TCS), an antimicrobial additive in various personal and health care products, has been widely detected in aquatic environment around the world. The present study investigated the impacts of TCS in the gills of the fish, Cyprinus carpio employing histopathological, biochemical, molecular docking and simulation analysis. The 96 h LC<sub>50</sub> value of TCS in C. carpio was found to be 0.968 mg/L. Fish were exposed to 1/1000<sup>th</sup> (1 µg/L), 1/100<sup>th</sup> (10 µg/L), and 1/10<sup>th</sup> (100 µg/L) of 96 h LC<sub>50</sub> value for a period of 28 days. The histopathological alterations observed in the gills were hypertrophy, hyperplasia, edematous swellings, and fusion of secondary lamellae in TCS exposed groups. The severity of these alterations increased with both the concentration as well as the duration of exposure. The present study revealed that the activity of antioxidant enzymes such as superoxide dismutase, catalase, glutathione-S-transferase, glutathione reductase, glutathione peroxidase, and reduced glutathione content decreased significantly (p < 0.05) in both concentration and duration dependent manner. However, a significant (p < 0.05) increase in the activity of the metabolic enzymes such as acid phosphatase and alkaline phosphatase was observed in all three exposure concentrations of TCS from 7 to 28 days. The activity of acetylcholinesterase declined significantly (p < 0.05) from 7 to 28 days whereas the content of acetylcholine increased significantly at the end of 28 day. The experimental results were further confirmed by molecular docking and simulation analysis that showed strong binding of TCS with acetylcholinesterase enzyme. The study revealed that long-term exposure to sublethal concentrations of TCS can lead to severe physiological and histopathological alterations in the fish.",2024,Environmental science and pollution research international,triclosan,unspecified,oxidative stress,unspecified,unspecified,food/dietary exposure | no cosmetics context,,
38806129,Human exposure characteristics of pharmaceutical and personal care product chemicals and associations with dietary habits.,"Considering the widespread presence of pharmaceutical and personal care products (PPCPs) in the environment and their adverse health effects, human exposure to PPCPs has caused worldwide concern. However, there remains insufficient information on the exposure assessment of the Chinese population. Based on this, the exposure levels of 13 PPCPs in the urine samples of 986 Chinese adults were measured, aiming to provide information on the prevalence of PPCP occurrence and investigate potential correlations between PPCP exposure and obesity. Results showed that the detection rates of these compounds in urine ranged from 28.12 % to 98.58 %, with median concentrations ranging below the limit of detection to 10.58 ng mL<sup>-1</sup>. Methyl-paraben (MeP) was the most dominant paraben and had the highest urinary concentration (median = 10.12 ng mL<sup>-1</sup>), while 4-hydroxy-benzophenone (4-OH-BP) was the dominant benzophenone derivative (median = 0.22 ng mL<sup>-1</sup>). In antibacterials, the urinary concentration of triclosan (mean = 42.00 ng mL<sup>-1</sup>) was much higher than that of triclocarban (mean = 0.63 ng mL<sup>-1</sup>). PPCP concentrations were significantly associated with sex, age, body mass index, education level, and annual household income (p < 0.050). Regression analysis of dietary habits showed that seafood and tea consumption may be significant exposure sources of PPCP exposure (p < 0.050). Furthermore, individual exposure to MeP (odds ratio (OR) < 1, p = 0.002) and 4-OH-BP (OR < 1, p = 0.009) exhibited a significantly negative association with obesity in females. Also, analysis results from quantile g-computation and Bayesian kernel machine regression models demonstrated that an inverse correlation between PPCP mixture exposure and obesity was significant in females. This study reports the extensive prevalence of PPCP exposure among adults from China, and may provide crucial insights into PPCP exposure dynamics. More epidemiological studies are need in the future, with a thorough knowledge of PPCP exposure.",2024,The Science of the total environment,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | epidemiological study | biomonitoring study | food/dietary exposure,,
38704446,Monitoring human exposure to four parabens and triclosan: comparing silicone wristbands with spot urine samples as predictors of internal dose.,"People are exposed to a variety of chemicals each day as a result of their personal care product (PCP) use. This study was designed to determine if silicone wristbands provide a quantitative estimate of internal dose for phenols commonly associated with PCPs, with a focus on triclosan and four parabens: methyl-, ethyl-, propyl-, and butylparaben. Uptake of these compounds into wristbands and correlations with internal dose were assessed. Ten adults from central North Carolina wore five silicone wristbands, with one wristband removed each day for 5 days. Each participant provided a 24 h urine sample and a random spot urine sample each day, in which paraben and triclosan metabolites were evaluated. All parabens and triclosan were detected frequently in wristbands and, except for butylparaben, in urine samples. Wristband and spot urine concentrations of parabens and triclosan were both compared to a measurement of internal dose (i.e., the total metabolite mass excreted over 5 days as a measurement of internal dose). The two most hydrophobic compounds investigated, butylparaben and triclosan, displayed significant linear uptake in wristbands over 5 days, whereas concentrations of methyl- and ethylparaben displayed a steady state concentration. In general, wristbands and spot urine samples were similarly correlated to internal dose for frequently detected parabens and triclosan.  However, wristbands have additional advantages including higher detection rates and reduced participant burden that may make them more suitable tools for assessing exposure to PCPs.",2024,Journal of exposure science & environmental epidemiology,triclosan,unspecified,unspecified,unspecified,silicone,cosmetics product study | biomonitoring study,,
38376785,Personal care products: an emerging threat to the marine bivalve Ruditapes philippinarum.,"In the last few decades, there has been a growing interest in understanding the behavior of personal care products (PCPs) in the aquatic environment. In this regard, the aim of this study is to estimate the accumulation and effects of four PCPs within the clam Ruditapes philippinarum. The PCPs selected were triclosan, OTNE, benzophenone-3, and octocrylene. A progressive uptake was observed and maximum concentrations in tissues were reached at the end of the exposure phase, up to levels of 0.68 µg g<sup>-1</sup>, 24 µg g<sup>-1</sup>, 0.81 µg g<sup>-1</sup>, and 1.52 µg g<sup>-1</sup> for OTNE, BP-3, OC, and TCS, respectively. After the PCP post-exposure period, the removal percentages were higher than 65%. The estimated logarithm bioconcentration factor ranged from 3.34 to 2.93, in concordance with the lipophobicity of each substance. No lethal effects were found although significant changes were observed for ethoxyresorufin O-demethylase activity, glutathione S-transferase activity, lipid peroxidation, and DNA damage.",2024,Environmental science and pollution research international,triclosan,unspecified,oxidative stress | genotoxicity,unspecified,sunscreen agent,cosmetics product study,,
38244638,International Delphi Study on Wound Closure and Dressing Management in Joint Arthroplasty: Part 1: Total Knee Arthroplasty.,"The purpose of this modified Delphi study was to obtain consensus on wound closure and dressing management in total knee arthroplasty (TKA). The Delphi panel included 20 orthopaedic surgeons from Europe and North America. There were 26 statements identified using a targeted literature review. Consensus was developed for the statements with up to three rounds of anonymous voting per topic. Panelists ranked their agreement with each statement on a five-point Likert scale. An a priori threshold of ≥ 75% was required for consensus. All 26 statements achieved consensus after three rounds of anonymous voting. Wound closure-related interventions that were recommended for use in TKA included: 1) closing in semi-flexion versus extension (superior range of motion); 2) using aspirin for venous thromboembolism prophylaxis over other agents (reduces wound complications); 3) barbed sutures over non-barbed sutures (lower wound complications, better cosmetic appearances, shorter closing times, and overall cost savings); 4) mesh-adhesives over other skin closure methods (lower wound complications, higher patient satisfaction scores, lower rates of readmission); 5) silver-impregnated dressings over standard dressings (lower wound complications, decreased infections, fewer dressing changes); 6) in high-risk patients, negative pressure wound therapy over other dressings (lower wound complications, decreased reoperations, fewer dressing changes); and 7) using triclosan-coated over non-antimicrobial-coated sutures (lower risks of surgical site infection). Using a modified Delphi approach, the panel achieved consensus on 26 statements pertaining to wound closure and dressing management in TKA. This study forms the basis for identifying critical evidence supported by clinical practice for wound management to help reduce variability, advance standardization, and ultimately improve outcomes during TKA. The results presented here can serve as the foundation for knowledge, education, and improved clinical outcomes for surgeons performing TKAs.",2024,The Journal of arthroplasty,triclosan,skin,unspecified,foundation,unspecified,cosmetics product study | clinical/hospital study,,
37918075,"Correlations between China's socioeconomic status, disease burdens, and pharmaceuticals and personal care product levels in wastewater.","The presence of pharmaceutical and personal care products (PPCPs) in domestic wastewater can potentially indicate socioeconomic status and disease burdens. However, current knowledge is limited to the correlation between specific pharmaceuticals and diseases. This study aims to explore the associations between socioeconomic status, disease burdens, and PPCP levels in domestic wastewater at a national level. Samples from 171 wastewater influents across China were used to measure PPCPs, and the per capita consumption of PPCPs was calculated. Results showed that the 31 targeted PPCPs were widely present in wastewater with varying occurrence characteristics. The mean consumption levels of different PPCPs varied greatly, ranging from 0.03 to 110723.15 µg/d/capita. While there were no significant regional differences in the overall pattern of PPCP consumption, 22 PPCPs showed regional variations between Northern China and Southern China. PPCPs with similar usage purposes exhibited similar distribution patterns. Disease burden (70.1%) was the main factor affecting most PPCP consumption compared to socioeconomic factors (26.4%). Through correlation analyses, specific types of PPCPs were identified that were highly associated with socioeconomic status and disease burdens, such as hypertension-bezafibrate, brucellosis-quinolones, sulfonamides, hepatitis-triclosan, triclocarban, socioeconomic development-fluoxetine, and people's living standards-gemfibrozil. Despite some uncertainties, this study provides valuable insights into the relationship between PPCPs in domestic wastewater and socioeconomic status and human health.",2024,Journal of hazardous materials,triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | environmental contamination,,
37838203,Endocrine disruptors: Unravelling the link between chemical exposure and Women's reproductive health.,"An Endocrine Disrupting Chemical (EDC) is any compound that disrupts the function of the endocrine system in humans and is ubiquitous in the environment either as a result of natural events or through anthropogenic activities. Bisphenol A, phthalates, parabens, pesticides, triclosan, polychlorinated biphenyls, and heavy metals, which are frequently found in the pharmaceutical, cosmetic, and packaging sectors, are some of the major sources of EDC pollutants. EDCs have been identified to have a deteriorating effect on the female reproductive system, as evidenced by the increasing number of reproductive disorders such as endometriosis, uterine fibroids, polycystic ovary syndrome, premature ovarian failure, menstrual irregularity, menarche, and infertility. Studying EDCs in relation to women's health is essential for understanding the complex interactions between environmental factors and health outcomes. It enables the development of strategies to mitigate risks, protect reproductive and overall health, and inform public policy decisions to safeguard women's well-being. Healthcare professionals must know the possible dangers of EDC exposure and ask about environmental exposures while evaluating patients. This may result in more precise diagnosis and personalized treatment regimens. This review summarises the existing understanding of prevalent EDCs that impact women's health and involvement in female reproductive dysfunction and underscores the need for more research. Further insights on potential mechanisms of action of EDCs on female has been emphasized in the article. We also discuss the role of nutritional intervention in reducing the effect of EDCs on women's reproductive health. EDC pollution can be further reduced by adhering to strict regulations prohibiting the release of estrogenic substances into the environment.",2024,Environmental research,triclosan,uterus | ovary,endocrine disruption | reproductive toxicity,unspecified,unspecified,cosmetics product study | clinical/hospital study | food/dietary exposure,,
37343917,"Distribution of phthalate metabolites, benzophenone-type ultraviolet filters, parabens, triclosan and triclocarban in paired human hair, nail and urine samples.","In this study, the distribution of nineteen ingredients of personal care product (PCPs), including seven metabolites of phthalates (mPAEs), five benzophenone-type ultraviolet filters (BPs), and seven antimicrobial agents (AAs), were investigated in paired human hair, nail and urine samples. The median concentrations of ΣmPAEs, ΣBPs and ΣAAs were 135, 2.76 and 179 ng/g in hair, 37.3, 2.95 and 297 ng/g in nails, and 345, 4.03 and 50.1 ng/mL in urine, respectively. Mono-methyl phthalate (49%), 2,4-dihydroxybenzophenone (45%) and triclosan (71%) were the most abundant mPAE, BP and AA in hair samples, respectively, and had similar abundance in nail samples. In contrast, mono-n-butyl phthalate (45%), 4-hydroxy benzophenone (29%) and methyl paraben (54%) were the predominant mPAE, BP and AA in urine samples, respectively. Significant differences in the concentrations of some target compounds were observed between male and female but inconsistent across different matrices. Moreover, most compounds with significant correlations had quite different correlation coefficients in each matrix. No significant correlations were found between hair, nail and urine samples for most of the target analytes. These results suggest these analytes have matrix-specific distribution, and it is necessary to use multiple matrices to comprehensively assess the risk of ingredients of PCPs to human health.",2023,"Environmental pollution (Barking, Essex : 1987)",triclosan,unspecified,unspecified,unspecified,unspecified,cosmetics product study | biomonitoring study,,
