pmid,title,abstract,pub_year,journal,toxicant,organs,health_effects,products,ingredients,inference,relevant,relevance_reason
41005170,"Identifying organic contaminants at trespass cannabis grows on federal land in California, USA.","Despite the legalization of recreational cannabis in California, USA, illegal cannabis cultivation remains pervasive, partly through the establishment of illegal cultivation on public lands (trespass grows). These operations often illegally divert water for irrigation and perform unauthorized applications of chemical fertilizers and pesticides. This work investigates a broad suite of these chemicals, focusing on their persistence in topsoil and presence in water and bed sediment in adjacent streams. Quantitative analyses of pesticides were conducted (183 compounds in water; 176 in topsoil/bed sediment), supplemented by qualitative nontargeted screening at three trespass grows that had no active cultivation for 8 months to 2 years. Targeted multi-residue analysis of topsoil detected the insecticides bifenthrin, cyfluthrin, malathion and imidacloprid (with concentrations up to 38 ng/g dry weight, d.w.), and the fungicides fluopyram, myclobutanil, and triadimefon (concentrations up to 8.1 ng/g d.w.). No pesticides were detected in the companion water or streambed sediment samples from adjacent streams. In addition, no water samples were found to have measurable estrogenic activity. Nontargeted screening uncovered additional pesticides (i.e., spiromesifen, trinexapac) in the topsoil and cannabis-related compounds (i.e., cannabidol, delta9-tetrahydrocannabinol) in both topsoil and streambed sediment suggesting the likelihood of offsite transport of cannabis related compounds. Phthalate plasticizers, rubber-related compounds, pharmaceuticals and personal care product chemicals were detected in topsoil, water, and streambed sediment and may be related to extensive irrigation infrastructure installed at these trespass grows. This work begins to establish a contaminant profile associated with illegal cannabis growing activities, providing a foundation for future research focused on their potential ecological impacts.",2025,The Science of the total environment,phthalates,unspecified,endocrine disruption,foundation,unspecified,cosmetics product study | environmental contamination,no,"The paper focuses on the presence of chemical contaminants in cannabis cultivation on public lands, which is unrelated to the health effects of chemical toxicants in cosmetic products."
40949028,The impact of perfumes and cosmetic products on human health: a narrative review.,"The use of perfumes and cosmetic products is widespread, serving personal hygiene, aesthetic, and olfactory functions. However, concerns have been raised regarding the potential health impacts associated with long-term exposure to various ingredients used in these products. This narrative review aims to synthesize evidence on the health risks associated with perfumes and cosmetics, focusing on specific health concerns, including fertility, respiratory health, cancer risk, allergies, skin disorders, endocrine disruption, and neurological effects. It also discusses the presence of heavy metals in cosmetics, regulatory challenges, and the need for transparency in ingredient disclosure. A comprehensive review of the literature that was published between 2005 and 2024 was conducted, examining findings from interdisciplinary studies relevant to the health impacts of cosmetic and fragrance products. The review highlights health concerns linked to specific chemical components, including synthetic chemicals such as phthalates, parabens, and volatile organic compounds (VOCs). The findings indicate that many synthetic chemicals in perfumes and cosmetics are associated with adverse health outcomes. These include allergies, respiratory issues, endocrine disruption, reproductive problems, and potentially cancer. Heavy metals in cosmetics also pose significant health risks. Despite regulatory guidelines, the cumulative and long-term effects of combined exposure to multiple cosmetic ingredients remain poorly understood and inadequately addressed. There is a pressing need for stricter regulatory oversight and improved transparency in ingredient disclosure to safeguard consumer health. Further research is required to clarify the long-term health risks associated with the daily use of cosmetic products and to develop safer alternatives.",2025,Frontiers in toxicology,phthalates,skin | brain | lung | immune system,endocrine disruption | reproductive toxicity | carcinogenicity | neurotoxicity,perfume,unspecified,cosmetics product study | industrial/occupational,yes,"This narrative review discusses the potential health impacts of perfumes and cosmetic products, including chemical toxicants, making it relevant to the study."
40820178,The Role of Endocrine Disrupting Chemicals in the Development of Atherosclerosis.,"Endocrine disrupting chemicals (EDCs) are exogenous compounds that interfere with the normal functioning of the endocrine system. This effect is crucial for maintaining hormonal balance and regulating various physiological processes. Phthalates, parabens, and triclosan are EDCs found in many personal care products (make-up, shampoo, perfume, shaving foam, moisturizing cream, hair dyes, deodorant), plastics, pesticides, pharmaceuticals, and household cleaning products, and can be inhaled or absorbed by the body through inhalation or skin contact. Atherosclerosis is a major cause of cardiovascular diseases, including coronary artery disease, stroke, and peripheral artery disease. While traditional risk factors for atherosclerosis, such as high cholesterol, hypertension, and smoking, have been extensively studied, emerging evidence suggests that EDCs may also play a significant role in the development and progression of atherosclerosis. Several potential mechanisms have been proposed to explain how EDCs contribute to atherosclerosis. One mechanism involves the activation of nuclear receptors, such as peroxisome proliferator-activated receptors (PPARs) and estrogen receptors (ERs), by EDCs. Activation of these receptors can lead to dysregulation of lipid metabolism, inflammation, and oxidative stress, all of which are key processes in atherosclerosis development. EDCs have been shown to disrupt endothelial function through various mechanisms. Some of these mechanisms are the formation of reactive oxygen species (ROS) and free oxygen radicals, and impaired nitric oxide (NO) production by EDCs. This literature review aims to explore the current understanding of the role of EDCs in atherosclerosis.",2025,Cardiovascular toxicology,phthalates,skin | heart,endocrine disruption | oxidative stress,moisturizer | shampoo | hair dye | deodorant | perfume,unspecified,cosmetics product study | hair product study | skin/topical study,yes,"This paper is relevant because it discusses the health effects of endocrine disrupting chemicals (EDCs) found in personal care products, which are a subset of cosmetic products."
40813023,[Characterization and Ecological Risk Assessment of Emerging Organic Pollutants in Surface Waters of the Yangtze River].,"The frequent detection of emerging organic pollutants in the surface water of the Yangtze River poses a threat to ecological health, and differences exist in ecological risks in different regions, which are related to the socio-economic development of cities along the Yangtze River. To comprehensively analyze the pollution characteristics of new pollutants in the surface waters of the Yangtze River and the key factors affecting their ecological risks, this review study analyzed the data on pollutants in the Yangtze River Region from the published literature over the past 20 years. First, we used the ecological risk assessment strategy to screen the polluted areas that require attention and prioritized new pollutants, followed by revealing the links between urban social development and pollutant occurrence. The results showed that the new pollutants in the surface water of the Yangtze River mainstem included three categories, 20 subcategories, and 412 types, and the detected concentrations ranged from 10<sup>-5</sup> to 10<sup>3</sup> ng·L<sup>-1</sup>, among which the concentrations of volatile organic pollutants （VOPs）, phthalate esters （PAEs）, insecticides, fungicides, and herbicides were high. Significant differences were observed in the concentration and types of surface water pollutants among different regions, namely more in the east and less in the west, with industrial categories concentrated in the downstream （Anhui-Shanghai） and pesticides concentrated in the midstream （Wuhan-Anhui）. Most emerging pollutants with high ecological risk belonged to the industrial product category and the pharmaceutical and personal care product category. The spatial distribution characteristics of pollutants were greatly influenced by population density, urban area, per capita GDP, and the proportion of secondary industry, and the degree of human activities in cities was the main reason for the large differences in the distribution of pollutants.",2025,Huan jing ke xue= Huanjing kexue,phthalates,unspecified,unspecified,unspecified,unspecified,cosmetics product study | industrial/occupational,no,"This paper focuses on the ecological risks of emerging organic pollutants in surface waters, rather than their health effects in humans through cosmetic product use."
40535959,Comparing phthalate exposure between bottlenose dolphins (<i>Tursiops truncatus</i>) residing in urban and rural environments.,"Exposure to phthalate esters has previously been documented in bottlenose dolphins (<i>Tursiops truncatus</i>) inhabiting an urban estuary (Sarasota Bay, FL, USA; 2010-2019). Phthalates are chemicals commonly added to plastic products and consumer goods to enhance qualities such as flexibility, fragrance, and stability. Chemical leaching from products into the marine environment leaves wildlife vulnerable to reproductive, developmental, and metabolic impairment. Environmental phthalate exposure has been shown to vary relative to human activity and urbanization. To evaluate potential differences in dolphin exposure risk, urine was collected from free-ranging bottlenose dolphins residing in an urban (Sarasota Bay, FL, USA; 2010-2024; n=71) and rural estuary (Barataria Bay, LA, USA; 2011-2023; n=45). Urinary phthalate metabolite concentrations were quantified with high-performance liquid chromatography (HPLC; Agilent 1100; WatersXBridge BEH C18, 2.5 μm, 2.1×50 mm analytical column) coupled to a triple quadrupole mass spectrometer (MS; Applied Biosystems Sciex API 4000) with an electrospray ionization (ESI negative) interface. The magnitude of MEHP detection did not differ significantly between sampling sites (p=0.97); however, MEHP was detected more frequently in Sarasota Bay dolphins (73.24%; n=52; 95% CI: 61.20-82.73) than Barataria Bay dolphins (33.33%; n=15; 95% CI: 20.00-48.95%). Dolphins from Sarasota Bay may be exposed to a greater diversity of phthalates compared to Barataria Bay dolphins, indicated by differences in the detected phthalate metabolite profile. Notably, dolphins from Barataria Bay were impacted by the Deepwater Horizon oil spill, with evidence suggesting long-term negative health outcomes. The endocrine-disrupting effects of phthalates could exacerbate metabolic, reproductive, or immune dysfunction in dolphins, especially those with compromised health. The higher phthalate detection frequency in Sarasota Bay dolphins suggests increased urban exposure risks; however, detection in dolphins from Barataria Bay raises concerns for dolphins in recovering ecosystems. Further research is needed to assess potential synergistic impacts of chemical mixtures, and targeted mitigation strategies in contaminated environments.",2025,Frontiers in Marine Science,phthalates,immune system,unspecified,unspecified,unspecified,analytical/method study,yes,"This paper is relevant because it investigates phthalate exposure in marine wildlife, which are also exposed to phthalates through leaching from plastic products and consumer goods, including cosmetic products."
40327457,Evaluation of chemical exposures generated from n-free nail polishes.,"Nail polishes contain over a dozen chemical compounds, including chemicals that can cause adverse reproductive outcomes and pose a risk to the high proportion of nail salon workers who are women of childbearing age. Consumer demand has resulted in a shift toward more natural products, with manufacturers attempting to remove harmful ingredients (n-free products). Many products that claim to have eliminated toluene, formaldehyde, and dibutyl phthalate (DBP) are labeled as ""3-free""; however, studies have found these products often contain higher concentrations of toluene and DBP compared to products with no such claims. Products used only at salons are not required to list ingredients, leading to uncertainties as to the exact chemical composition and potential exposures. A better understanding of chemical exposures associated with nail polish products is necessary to understand potential worker exposures and develop effective control options. This study evaluated chemical exposures generated while painting nails with 20 n-free polishes using real-time and time-integrated air sampling. Total volatile organic compounds (TVOCs, PID, ION Science Inc.) and 22 individual compounds (FTIR, Gasmet Technologies) were measured in the breathing zone of the manicurist while two coats of polish were applied to artificial nails on a manikin in an exposure chamber and for 2 hr afterwards. Formaldehyde and toluene were measured in all polishes using the real-time FTIR, despite all claiming to be 3-free. Normalized geometric mean (GM) formaldehyde exposures from the FTIR ranged from 0.021 to 0.273 ppm/g, GM toluene exposures ranged from 0.068 to 0.534 ppm/g, and GM benzene exposures ranged from 0.076 to 0.752 ppm/g. Notably, formaldehyde, toluene, and benzene exposures did not significantly differ between different products. Neither DBP nor triphenyl phosphate (TPhP) was detected in any of the polishes. This study highlights that despite industry claims, n-free polishes may still contain chemicals associated with negative health effects and that more studies are necessary to understand the true chemical exposures of nail salon workers.",2025,Journal of occupational and environmental hygiene,phthalates,unspecified,unspecified,nail polish,unspecified,nail product study | industrial/occupational,yes,"This paper is relevant to the health effects of chemical toxicants in cosmetic products because it specifically examines the chemical exposures associated with nail polish products, which are a type of cosmetic product."
40326240,Impact of endocrine disruptors in cosmetics on reproductive function in males and females.,"The cosmetic and personal care product (PCP) industries have bloomed in the last ten years. Many new brand names have established themselves with various lucrative advertisements, luring youths into their primary customers. Many chemicals infused into daily day-night creams or shampoo conditioners have been established as Endocrine Disrupting Chemicals (EDC). The unseen side of the coin has been flipped in this article in an attempt to relate the rising infertility issue with these products. The study aims to explore the potential adverse effects and risk assessment of the EDCs of cosmetics and personal care products, which highlights a thorough review to indicate whether chemicals such as parabens, phthalates, or UV filters are safe for reproductive physiology. EDCs may cause severe negative impacts on the reproductive systems of both males and females which include reproductive problems such as polycystic ovarian syndrome, hypospadias, cryptorchidism, ovarian cancer, endometriosis, and poor sperm quality. Despite the widespread usage and purchase of cosmetic products in the present world, little research has been conducted on the possible effects of cosmetic EDCs on health. Consequently, further in-depth research needs to be performed in this field for a better understanding of the reproductive risks caused by cosmetic EDCs.",2025,"Journal of environmental science and health. Part C, Toxicology and carcinogenesis",phthalates,ovary | sperm,endocrine disruption | reproductive toxicity | carcinogenicity,moisturizer | sunscreen | shampoo | conditioner,unspecified,cosmetics product study | sunscreen/UV filter study | hair product study | skin/topical study,yes,"This paper explores the potential health effects of endocrine disruptors in cosmetic products on reproductive function in males and females, making it directly relevant to the study on health effects of chemical toxicants in cosmetic products."
40158509,Associations of personal care product use during pregnancy and the postpartum period with markers of postpartum glycemic control - Results from the ERGO Study.,"Personal care products frequently contain endocrine disrupting chemicals (EDCs) including parabens and phthalates, which can alter glucose metabolism. The postpartum period is a time of rapid metabolic change, but whether EDC-associated product use impacts postpartum glucose metabolism is unknown. We included 270 participants from the Boston, MA-based Environmental Reproductive and Glucose Outcomes (ERGO) pregnancy cohort with data on self-reported personal care product use at ≤4 pregnancy visits (median: 11, 19, 26, 36 weeks of gestation) and 1 postpartum visit (median: 9 weeks). We quantified postpartum hemoglobin A1c (HbA1c), fasting insulin, fasting- and 2-h glucose post-75-g oral glucose tolerance test, and calculated homeostatic model assessment for insulin sensitivity (HOMA2-S) and beta-cell function (HOMA2-B). Using covariate-adjusted linear regression, we estimated visit-specific associations of product use with postpartum glycemic outcomes. Associations of product use with postpartum glycemic measures were mixed. Users of certain hair products had lower postpartum insulin sensitivity compared to non-users (e.g., Visit1 hair gel/spray: 22.8% difference [95% CI: 39.2, -1.9] in mean HOMA2-S). Conversely, users of products like deodorant, liquid- and bar soap, had higher insulin sensitivity and lower glucose levels (e.g., postpartum deodorant: 32.1% difference [95% CI: 7.0, 63.1] in mean HOMA2-S; -3.1 mg/dL [95% CI: 6.3, -0.04] mean fasting glucose). Associations with other products were inconsistent across timepoints or null. Use of certain personal care products during the perinatal period was associated with altered postpartum glucose metabolism. Larger studies are needed to understand the impacts of product use patterns on glycemic outcomes.",2025,International journal of hygiene and environmental health,phthalates,unspecified,endocrine disruption,deodorant | soap,unspecified,cosmetics product study | hair product study | epidemiological study,yes,"This paper investigates the potential health effects of endocrine disrupting chemicals in personal care products on postpartum glycemic control, which is relevant to the study on health effects of chemical toxicants in cosmetic products."
40157213,"Phthalic acid esters as an ecological hazard to the coral reef ecosystems: A case study from the coral reef waters of the Lakshadweep Archipelago, Arabian Sea.","Information regarding the sources, distribution and ecological implications of organic contaminants in the coral reef ecosystems is limited. Phthalic acid esters (PAEs) are toxic contaminants due to their endocrine-disrupting and carcinogenic properties. This study investigated the sources, distribution and ecological risk of PAEs (15 PAE congeners) in dissolved and particulate matter-bound forms present in the coral reefs of the Lakshadweep Archipelago. Samples (water and suspended particulate matter) collected from 24 stations of 4 coral islands (Perumal Par, Bangaram, Agatti and Kavaratti) during January and December 2022 were analysed for 15 PAE congeners. The concentration of PAEs was generally lower in coral reef waters than those reported worldwide. The dissolved PAEs (TDPAEs) ranged from 9.23 to 820.85 ng/L, and the particulate PAEs (TPPAEs) ranged from 642.90 to 28,315.45 ng/g. Principal component analysis (PCA) identified three major clusters: one cluster representing low molecular weight PAEs (cosmetic products), while the other two represented medium to high molecular weight PAEs (plastic products). The study region's risk quotient (RQ) values indicated a moderate to high ecological risk caused by di-isobutyl phthalate (DIBP) and di-n-butyl phthalate (DnBP) to crustaceans and fish and indirectly to human health. Therefore, this study strongly recommends regular, systematic monitoring and pollution assessment to avoid the environmental degradation of these fragile ecosystems. This baseline data on PAEs and their source apportionment can help develop mitigative measures for reducing organic contaminants in the coral reef environment.",2025,Marine pollution bulletin,phthalates,unspecified,carcinogenicity,unspecified,unspecified,cosmetics product study | food/dietary exposure,no,"This paper focuses on the ecological hazards of phthalic acid esters in coral reef ecosystems, rather than their health effects in humans from cosmetic products."
40012870,Non-Targeted Analysis of Environmental Contaminants and Their Associations with Semen Health Factors in Men from New York City.,"Characterizing the chemical composition of semen can provide valuable insights into the exposome and environmental factors that directly affect seminal and overall health. In this study, we compared molecular profiles of 45 donated semen samples from general population New York City participants and examined the correlation between the chemical profiles in semen and fertility parameters, i.e., sperm concentration, sperm motility, sperm morphology, and semen volume. Samples were prepared using a protein precipitation procedure and analyzed using liquid chromatography (LC) coupled to high-resolution mass spectrometry (HRMS). Non-targeted analysis (NTA) revealed 18 chemicals not previously reported in human exposome studies, with 3-hydroxyoctanedioic acid, a cosmetic additive, emerging as a plausible candidate found to be at higher levels in cases vs controls (<i>p</i> < 0.01) and associated with adverse sperm motility and morphology. Four level 1 identified compounds were found to have associations with semen health parameters; dibutyl phthalate and 2-aminophenol negatively impacted motility, 4-nitrophenol was associated with low morphology, while palmitic acid was found to be associated with both low morphology and low volume. This study aims to utilize NTA to understand the association of contaminants of emerging concern (CECs) along with a full chemical profile to find trends separating poor and normal semen health parameters from each other chemically. Our results suggest that the collective effects of many CECs could adversely affect semen quality.",2025,"Environment & health (Washington, D.C.)",phthalates,sperm,reproductive toxicity,unspecified,unspecified,cosmetics product study | analytical/method study,yes,"The paper found a cosmetic additive, 3-hydroxyoctanedioic acid, associated with adverse sperm motility and morphology, indicating a potential link between chemical toxicants in cosmetic products and health effects."
39997207,Antiaging Potential of Lipophilic Extracts of <i>Caulerpa prolifera</i>.,"The cosmeceutical industry has increasingly turned its attention to marine macroalgae, recognizing their significant bioactive potential as sources of natural compounds for skincare applications. A growing number of products now incorporate extracts or isolated compounds from various macroalgae species. However, many species remain underexplored, highlighting a valuable opportunity for further research. Among these, <i>Caulerpa prolifera</i> (Forsskål) J.V. Lamouroux has emerged as a promising candidate for cosmeceutical applications. This study provides the most comprehensive phytochemical assessment of <i>C. prolifera</i> to date, revealing its potential as a source of bioactive extracts and compounds. The analysis identified key components of its lipophilic profile, predominantly saturated and unsaturated fatty acids, alongside di-(2-ethylhexyl) phthalate-an endocrine disruptor potentially biosynthesized or bioaccumulated by the algae. While the crude extract exhibited moderate tyrosinase inhibitory activity, its overall antioxidant capacity was limited. Fractionation of the extract, however, yielded subfractions with distinct bioactivities linked to changes in chemical composition. Notably, enhanced inhibitory activities against elastase and collagenase were observed in subfractions enriched with 1-octadecanol and only traces of phthalate. Conversely, antioxidant activity diminished with the loss of specific compounds such as β-sitosterol, erucic acid, nervonic acid, and lignoceric acid. This work advances the understanding of the relationship between the chemical composition of <i>C. prolifera</i> and its bioactivities, emphasizing its potential as a source of cosmeceutical ingredients, leading to a more comprehensive valorization of this macroalga.",2025,Marine drugs,phthalates,skin,endocrine disruption | oxidative stress,unspecified,collagen,unclassified,yes,"The paper discusses the potential use of a marine macroalgae extract in skincare products, which is relevant to the health effects of chemical toxicants in cosmetic products."
